concurso,data,bola1,bola2,bola3,bola4,bola5,bola6,bola7,bola8,bola9,bola10,bola11,bola12,bola13,bola14,bola15,ganhadores_15_num,ganhadores_14_num,ganhadores_13_num,ganhadores_12_num,ganhadores_11_num,valor_rateio_15_num,valor_rateio_14_num,valor_rateio_13_num,valor_rateio_12_num,valor_rateio_11_num
1522,09/06/2017,19,13,09,11,16,21,08,23,18,01,10,14,24,20,15,2,346,12938,175923,1016775,927234.52,1649.15,20.00,8.00,4.00
1523,12/06/2017,19,09,03,05,06,21,13,07,23,16,25,14,10,12,18,8,903,21770,202653,959572,182920.06,712.33,20.00,8.00,4.00
1524,14/06/2017,20,08,09,05,13,03,06,22,23,24,07,01,25,14,10,1,246,10070,152728,919742,1892320.43,2366.88,20.00,8.00,4.00
1525,16/06/2017,01,25,08,15,04,19,22,21,12,14,18,02,20,10,05,3,417,14860,159281,815723,462573.29,1462.79,20.00,8.00,4.00
1526,19/06/2017,08,11,10,18,21,07,17,25,13,20,15,23,22,05,09,7,589,21243,240559,1098690,165114.45,862.55,20.00,8.00,4.00
1527,21/06/2017,14,10,09,03,02,15,25,22,05,21,01,24,20,06,07,1,293,10671,154254,852408,1945969.06,2043.55,20.00,8.00,4.00
1528,23/06/2017,21,18,23,08,09,01,05,20,02,06,10,24,17,25,04,0,246,10465,147891,856773,0.00,2356.61,20.00,8.00,4.00
1529,26/06/2017,19,21,08,05,03,20,24,04,11,13,16,18,17,14,02,3,367,14577,215162,1207332,1476461.28,2133.95,20.00,8.00,4.00
1530,28/06/2017,07,15,05,04,02,22,12,09,20,10,24,18,23,14,16,41,1719,27240,220736,960961,34864.17,365.51,20.00,8.00,4.00
1531,30/06/2017,22,13,11,23,01,03,24,04,15,08,14,19,10,02,07,1,534,19757,227784,1128762,1371437.50,1128.89,20.00,8.00,4.00
1532,03/07/2017,01,25,13,03,17,12,22,09,10,08,20,18,11,02,14,3,505,16133,197783,1011034,579974.79,1514.45,20.00,8.00,4.00
1533,05/07/2017,01,19,04,15,14,16,11,06,20,07,21,13,03,12,24,2,323,12502,166823,925155,1100549.01,2096.78,20.00,8.00,4.00
1534,07/07/2017,10,11,09,04,05,21,17,13,24,16,08,01,12,19,14,1,357,13908,186284,1034775,2051963.67,1768.55,20.00,8.00,4.00
1535,10/07/2017,15,22,07,08,05,17,25,03,24,04,18,23,13,12,21,5,650,19738,219185,1079157,264761.12,895.21,20.00,8.00,4.00
1536,12/07/2017,03,09,12,13,20,06,01,19,25,07,10,08,05,23,11,1,388,15719,216487,1172324,1424150.30,1613.40,20.00,8.00,4.00
1537,14/07/2017,18,22,20,21,24,13,14,17,04,10,03,11,01,15,02,1,525,18492,211518,1088193,1624314.63,1359.97,20.00,8.00,4.00
1538,17/07/2017,21,13,08,19,23,10,15,02,18,07,05,17,09,14,04,1,684,21685,231951,1135250,1212090.69,778.92,20.00,8.00,4.00
1539,19/07/2017,04,16,21,13,20,14,18,12,17,19,08,01,03,25,11,2,245,10488,147904,902231,1001752.59,2516.18,20.00,8.00,4.00
1540,21/07/2017,22,10,23,15,02,09,11,07,19,03,14,16,17,01,12,2,457,15649,185820,961747,913505.11,1757.28,20.00,8.00,4.00
1541,24/07/2017,18,19,03,20,02,11,13,04,25,22,15,05,21,07,14,1,323,12983,175957,1043856,1686669.31,1606.74,20.00,8.00,4.00
1542,26/07/2017,16,07,11,24,17,02,10,08,22,03,05,21,20,13,15,17,1076,22939,210877,997019,89845.56,623.95,20.00,8.00,4.00
1543,28/07/2017,13,07,09,12,25,23,06,19,20,08,24,02,15,17,01,4,440,15626,181790,981572,453023.02,1810.28,20.00,8.00,4.00
1544,31/07/2017,09,12,22,24,08,17,23,02,11,14,16,04,07,01,21,2,480,16574,167962,891221,995162.35,1822.64,20.00,8.00,4.00
1545,02/08/2017,16,20,07,17,11,03,08,23,10,15,12,22,05,25,24,2,496,16628,205397,1009896,872754.17,1546.88,20.00,8.00,4.00
1546,04/08/2017,20,22,01,25,03,08,15,19,11,14,18,10,06,24,07,1,400,15773,186784,1008447,2082705.71,1602.08,20.00,8.00,4.00
1547,07/08/2017,17,08,25,19,11,06,18,13,21,05,09,02,01,15,10,7,691,20459,233487,1093018,206646.18,920.16,20.00,8.00,4.00
1548,09/08/2017,04,11,09,14,02,10,18,03,17,15,21,20,22,23,12,3,503,17341,199393,1051216,637315.94,1670.80,20.00,8.00,4.00
1549,11/08/2017,01,05,13,11,23,10,03,18,07,24,20,02,08,25,04,5,756,24997,280620,1351401,217577.39,632.52,20.00,8.00,4.00
1550,14/08/2017,14,20,24,08,17,22,23,04,13,16,15,03,05,07,25,1,731,25237,210990,1040070,1649667.73,991.96,20.00,8.00,4.00
1551,16/08/2017,01,07,05,14,17,22,20,23,25,13,03,19,15,11,08,13,1796,39496,328748,1228495,46572.15,148.17,20.00,8.00,4.00
1552,18/08/2017,19,24,21,07,14,15,12,22,08,03,02,16,25,09,20,6,492,14875,178279,965407,359145.75,1347.64,20.00,8.00,4.00
1553,21/08/2017,19,11,04,12,22,17,21,08,18,02,01,13,15,09,25,10,715,17153,198753,995398,165935.86,1020.12,20.00,8.00,4.00
1554,23/08/2017,14,03,08,05,13,16,07,01,18,10,09,24,25,19,04,1,396,15241,189771,1006231,1672142.44,1856.07,20.00,8.00,4.00
1555,25/08/2017,23,10,12,22,09,16,20,14,06,25,13,18,02,01,08,6,666,18577,192620,921506,313083.77,1239.81,20.00,8.00,4.00
1556,28/08/2017,01,15,19,06,08,23,16,12,21,05,17,02,25,03,22,2,352,14066,163895,859129,962407.97,1682.53,20.00,8.00,4.00
1557,07/09/2017,05,06,03,09,16,24,21,17,20,25,18,04,12,02,22,15,3369,133713,1704422,9530997,5905591.00,2165.59,20.00,8.00,4.00
1558,11/09/2017,18,25,05,15,09,21,14,01,11,16,17,02,22,06,04,1,464,15432,197287,1177008,3196576.25,2119.74,20.00,8.00,4.00
1559,13/09/2017,07,16,25,19,23,06,18,20,05,04,11,14,09,03,10,1,306,13415,183053,1038271,2373187.46,2386.31,20.00,8.00,4.00
1560,15/09/2017,02,01,24,17,18,08,03,04,20,09,07,11,25,05,14,3,448,18121,231295,1187773,606249.54,1784.48,20.00,8.00,4.00
1561,18/09/2017,07,20,22,16,06,15,08,12,13,21,25,18,03,05,24,4,694,21578,227295,1158073,404250.07,1024.16,20.00,8.00,4.00
1562,20/09/2017,08,02,12,17,06,14,18,09,03,07,16,05,04,11,01,9,1246,21768,211804,909389,228232.44,724.63,20.00,8.00,4.00
1563,22/09/2017,23,12,09,20,05,17,18,01,03,06,13,02,21,22,10,3,484,15869,203418,1106799,661969.53,1803.56,20.00,8.00,4.00
1564,25/09/2017,18,16,17,21,06,08,24,09,12,03,20,11,19,13,04,1,294,11240,157925,934325,2253777.85,2358.75,20.00,8.00,4.00
1565,27/09/2017,25,13,03,18,10,24,06,17,12,01,11,09,07,15,08,0,302,12215,175155,1069813,0.00,1835.38,20.00,8.00,4.00
1566,29/09/2017,07,01,24,19,13,23,14,04,09,15,05,02,16,25,08,4,888,27963,301603,1524881,1033839.97,1155.29,20.00,8.00,4.00
1567,02/10/2017,11,19,14,03,21,07,09,10,18,02,24,12,17,15,05,4,1007,25132,234673,1144493,391745.70,683.99,20.00,8.00,4.00
1568,04/10/2017,04,22,10,01,19,13,07,03,02,06,17,24,11,21,16,7,461,16727,186336,1001823,328308.66,1533.90,20.00,8.00,4.00
1569,06/10/2017,12,16,04,13,24,21,02,23,10,20,18,09,14,08,25,3,907,27102,264669,1182057,574338.06,835.02,20.00,8.00,4.00
1570,09/10/2017,20,07,11,03,16,01,19,13,18,09,24,08,25,23,21,2,517,21036,248012,1193609,752980.58,1280.38,20.00,8.00,4.00
1571,11/10/2017,19,01,03,17,14,06,24,11,07,05,18,04,23,25,12,1,478,17195,189481,1074180,2007916.93,1846.44,20.00,8.00,4.00
1572,13/10/2017,24,09,23,19,05,21,16,08,13,10,22,04,06,18,02,1,321,13173,162129,867866,1724932.85,1653.43,20.00,8.00,4.00
1573,16/10/2017,19,18,17,11,23,06,08,02,10,13,07,12,14,15,16,4,334,19274,140227,852031,538506.71,1984.36,20.00,8.00,4.00
1574,18/10/2017,07,06,12,01,03,15,21,17,14,05,02,10,11,22,18,3,449,15503,184478,1006630,649515.16,1335.31,20.00,8.00,4.00
1575,20/10/2017,17,16,22,09,12,11,01,23,05,03,10,25,14,07,06,2,600,16742,189296,1017738,1045394.82,1531.71,20.00,8.00,4.00
1576,23/10/2017,25,15,11,18,02,12,05,09,01,21,14,08,20,07,16,6,585,16834,184799,968851,305040.45,1375.21,20.00,8.00,4.00
1577,25/10/2017,18,17,24,07,11,10,06,03,16,09,19,05,13,21,15,2,568,20008,229079,1094091,722458.99,1118.18,20.00,8.00,4.00
1578,27/10/2017,13,12,22,09,08,04,21,18,06,17,24,16,10,19,14,2,452,17592,207086,992894,971557.19,1889.63,20.00,8.00,4.00
1579,30/10/2017,16,01,21,23,15,02,22,14,18,10,13,12,07,04,06,0,340,11866,157772,902522,0.00,1928.32,20.00,8.00,4.00
1580,01/11/2017,18,12,07,04,11,22,13,14,10,20,25,15,16,03,23,4,571,22650,281957,1557153,1227816.30,1498.30,20.00,8.00,4.00
1581,03/11/2017,20,12,06,04,08,16,05,07,13,24,25,03,21,23,11,2,335,11925,150589,906425,937755.04,1722.63,20.00,8.00,4.00
1582,06/11/2017,11,24,10,08,18,16,05,14,23,07,02,19,01,17,25,4,513,16435,198691,1059517,477072.00,1635.10,20.00,8.00,4.00
1583,08/11/2017,03,04,19,16,07,09,15,25,17,10,14,23,20,02,06,2,350,13874,172953,953436,1186191.00,2085.61,20.00,8.00,4.00
1584,10/11/2017,01,02,17,25,14,16,24,15,05,06,20,11,03,12,19,0,251,11863,154520,943372,0.00,3016.11,20.00,8.00,4.00
1585,13/11/2017,11,09,18,17,05,19,23,01,04,02,25,07,24,21,06,1,490,22052,295431,1499128,5060374.07,1632.64,20.00,8.00,4.00
1586,16/11/2017,01,13,20,18,11,19,23,25,12,24,22,16,10,04,03,1,270,12005,161819,872253,1606768.08,1831.08,20.00,8.00,4.00
1587,17/11/2017,21,22,17,25,19,16,08,02,14,20,15,03,07,11,05,5,383,12492,146160,760720,295750.66,1697.13,20.00,8.00,4.00
1588,20/11/2017,01,21,17,23,11,15,07,04,22,05,10,09,20,03,14,4,446,13786,164027,826317,332224.00,1309.70,20.00,8.00,4.00
1589,22/11/2017,03,25,24,14,22,04,12,13,06,23,15,17,18,02,01,2,559,16007,182155,981271,922813.85,1451.27,20.00,8.00,4.00
1590,24/11/2017,03,14,20,05,07,08,16,18,01,22,23,25,10,17,21,1,473,18126,199170,1044815,1671789.78,1553.59,20.00,8.00,4.00
1591,27/11/2017,19,23,05,17,01,03,11,22,07,12,20,24,08,10,21,1,699,19845,207766,1050551,1499683.86,943.06,20.00,8.00,4.00
1592,29/11/2017,04,22,02,03,15,14,06,25,16,20,19,01,05,09,12,0,337,12177,168761,899895,0.00,1831.57,20.00,8.00,4.00
1593,01/12/2017,20,08,14,03,16,24,11,05,22,13,07,04,09,10,17,3,728,23726,291218,1503688,1538562.09,1575.69,20.00,8.00,4.00
1594,04/12/2017,08,16,10,13,12,17,01,19,06,11,21,15,02,04,25,4,956,22396,214557,1002674,483148.87,888.59,20.00,8.00,4.00
1595,06/12/2017,06,04,22,18,17,25,13,02,01,20,07,11,09,10,03,3,479,18006,209603,1090782,647891.76,1783.63,20.00,8.00,4.00
1596,08/12/2017,21,11,22,09,05,20,13,15,18,08,10,12,23,19,24,4,541,18427,200824,1069938,456404.62,1483.30,20.00,8.00,4.00
1597,11/12/2017,07,01,21,05,08,22,09,17,19,20,24,13,06,18,02,4,281,11746,161569,958646,536293.04,2348.95,20.00,8.00,4.00
1598,13/12/2017,18,13,19,16,02,06,15,17,24,20,07,10,21,12,05,2,379,14366,180080,1002333,1036123.18,1682.36,20.00,8.00,4.00
1599,15/12/2017,09,18,06,10,01,20,05,25,14,04,23,22,21,08,03,1,362,15774,208269,1086719,1997372.26,1697.72,20.00,8.00,4.00
1600,18/12/2017,22,07,16,05,09,23,24,14,13,17,03,02,04,20,18,1,563,19729,226236,1067704,1622678.22,1266.90,20.00,8.00,4.00
1601,20/12/2017,11,08,09,22,20,25,14,15,10,12,13,06,04,02,18,3,444,16868,201579,1053750,621607.05,1846.17,20.00,8.00,4.00
1602,22/12/2017,03,09,23,13,24,15,14,11,01,21,10,08,17,04,19,8,1028,26581,264347,1236418,183753.27,628.56,20.00,8.00,4.00
1603,26/12/2017,13,24,16,03,21,23,09,04,19,07,20,01,02,10,14,5,401,13002,154599,810489,285580.11,1565.20,20.00,8.00,4.00
1604,27/12/2017,08,03,12,22,06,21,10,15,05,09,19,04,07,13,24,2,189,8914,119652,727692,714035.91,2324.91,20.00,8.00,4.00
1605,29/12/2017,17,21,14,11,16,19,04,08,10,18,25,05,09,23,02,4,409,15857,200355,1049338,520128.92,1565.18,20.00,8.00,4.00
1606,02/01/2018,01,20,22,14,08,03,19,10,09,23,07,15,05,11,25,5,509,16477,181925,872721,210552.21,909.13,20.00,8.00,4.00
1607,03/01/2018,14,18,09,15,24,06,03,07,11,01,12,17,08,02,13,0,285,12289,153609,745762,0.00,1408.43,20.00,8.00,4.00
1608,05/01/2018,05,01,14,10,17,06,20,25,03,02,18,09,22,23,21,5,601,28212,260342,1438396,795670.54,1368.90,20.00,8.00,4.00
1609,08/01/2018,14,06,21,05,18,08,20,17,24,25,07,23,11,09,13,2,470,17235,211658,1156345,905064.54,1692.89,20.00,8.00,4.00
1610,10/01/2018,24,21,16,11,20,17,13,06,22,10,19,14,03,07,09,6,545,18131,212670,1080628,349835.07,1692.92,20.00,8.00,4.00
1611,12/01/2018,06,03,14,22,10,11,15,08,12,04,07,01,09,20,24,1,301,13102,209937,1079967,2414969.61,2468.67,20.00,8.00,4.00
1612,15/01/2018,14,02,12,07,15,21,03,18,25,23,05,22,11,04,24,0,384,22917,177047,1042520,0.00,1764.54,20.00,8.00,4.00
1613,17/01/2018,02,03,21,01,08,18,14,09,17,06,04,13,19,16,10,5,691,24347,298220,1550596,1046372.70,1349.09,20.00,8.00,4.00
1614,19/01/2018,19,13,14,01,02,09,17,16,15,03,21,10,07,12,23,3,611,21536,252444,1271281,625323.35,1349.59,20.00,8.00,4.00
1615,22/01/2018,06,10,20,09,16,04,21,17,25,02,05,01,19,11,07,3,443,16506,186909,1029350,720731.90,1501.78,20.00,8.00,4.00
1616,24/01/2018,17,10,08,23,11,13,04,16,18,14,22,24,01,02,05,0,515,16738,203800,1061969,0.00,1685.95,20.00,8.00,4.00
1617,26/01/2018,08,12,25,06,13,09,22,07,20,05,10,23,14,15,02,1,418,18288,269017,1567862,4922251.53,2169.26,20.00,8.00,4.00
1618,29/01/2018,19,01,25,08,03,04,20,14,10,24,05,17,09,13,16,4,499,18033,207425,1091113,481412.61,1696.27,20.00,8.00,4.00
1619,31/01/2018,15,24,07,04,16,08,17,13,11,21,22,10,18,05,25,1,475,18088,210326,1097560,2074220.59,1343.63,20.00,8.00,4.00
1620,02/02/2018,20,04,11,01,10,13,09,21,14,18,12,02,25,24,07,4,755,23190,253914,1273424,469994.73,1094.52,20.00,8.00,4.00
1621,05/02/2018,18,21,24,10,19,08,13,23,22,02,06,14,03,04,09,7,640,22099,246460,1154697,261159.69,1255.57,20.00,8.00,4.00
1622,07/02/2018,18,16,09,01,20,11,23,17,22,02,03,24,08,04,25,1,511,14695,178526,1047774,2500070.61,1505.39,20.00,8.00,4.00
1623,09/02/2018,17,04,13,10,02,07,08,01,20,03,19,24,14,11,06,5,625,22460,254494,1299489,342959.26,1206.01,20.00,8.00,4.00
1624,14/02/2018,20,01,18,17,14,15,16,09,11,24,06,23,02,08,07,0,247,9742,140074,866367,0.00,2978.34,20.00,8.00,4.00
1625,16/02/2018,08,19,13,03,20,21,02,17,24,10,12,16,22,18,06,4,581,23223,279085,1511596,1359356.69,1613.43,20.00,8.00,4.00
1626,19/02/2018,01,20,11,16,15,17,24,10,08,13,09,07,03,21,04,5,685,22389,242953,1183635,338438.06,1085.86,20.00,8.00,4.00
1627,21/02/2018,20,17,13,04,03,24,11,06,21,02,14,09,08,15,12,1,439,16412,206558,1150717,2000192.65,1401.92,20.00,8.00,4.00
1628,23/02/2018,09,22,20,17,16,19,11,06,01,24,23,03,25,12,18,2,287,11056,160393,984361,1360823.93,2917.88,20.00,8.00,4.00
1629,26/02/2018,12,01,15,06,24,02,05,25,14,07,10,18,09,03,22,4,556,19412,206924,1109022,460551.12,1456.40,20.00,8.00,4.00
1630,28/02/2018,08,09,23,25,22,17,03,15,14,13,20,12,07,05,10,4,708,29017,255008,1234141,367151.82,911.78,20.00,8.00,4.00
1631,02/03/2018,23,11,22,04,10,18,12,20,19,05,02,14,09,25,03,6,623,20467,232981,1227070,338044.47,1431.05,20.00,8.00,4.00
1632,05/03/2018,23,04,25,22,08,21,05,16,18,13,20,12,24,15,14,0,389,12865,199544,1000827,0.00,1559.55,20.00,8.00,4.00
1633,07/03/2018,07,19,09,18,20,23,06,25,01,24,17,10,03,02,05,3,743,23158,305156,1637844,1502292.83,1499.84,20.00,8.00,4.00
1634,09/03/2018,03,09,07,04,14,25,21,13,05,19,10,24,22,15,06,2,478,16667,202067,1198452,1110149.18,1429.22,20.00,8.00,4.00
1635,12/03/2018,21,19,12,25,01,16,15,03,06,08,17,23,24,22,07,2,321,13371,161392,945993,1227577.26,2353.37,20.00,8.00,4.00
1636,14/03/2018,14,12,03,07,09,08,18,25,02,19,20,06,22,15,13,1,402,15167,206327,1117186,1936005.57,1481.83,20.00,8.00,4.00
1637,16/03/2018,18,05,22,24,12,14,17,19,11,04,03,13,07,15,08,6,625,21485,255365,1224985,284259.26,1199.51,20.00,8.00,4.00
1638,19/03/2018,08,07,01,16,15,22,24,20,11,10,19,12,14,25,23,0,282,11917,163455,959407,0.00,2427.54,20.00,8.00,4.00
1639,21/03/2018,03,01,10,07,22,09,25,15,20,11,14,08,06,05,19,6,2659,23190,291864,1649555,822782.50,448.29,20.00,8.00,4.00
1640,23/03/2018,17,16,25,14,12,04,02,15,20,21,22,24,06,05,01,3,351,12802,179431,985271,835157.54,2196.34,20.00,8.00,4.00
1641,26/03/2018,19,25,03,20,04,17,12,21,08,22,14,09,16,05,11,5,415,13140,158494,914859,455928.26,1690.19,20.00,8.00,4.00
1642,28/03/2018,18,19,11,07,05,24,22,06,15,10,13,20,17,25,02,5,795,21839,229819,1107732,307461.14,849.98,20.00,8.00,4.00
1643,31/03/2018,01,10,07,22,19,12,25,16,23,02,14,04,05,03,09,2,500,15499,171695,838279,661870.56,1163.72,20.00,8.00,4.00
1644,02/04/2018,05,18,03,02,06,13,07,24,09,11,08,23,15,04,22,2,318,12571,164147,929414,692887.47,1340.85,20.00,8.00,4.00
1645,04/04/2018,10,16,04,15,02,18,23,03,20,08,09,05,14,21,25,3,526,18714,220786,1099005,614454.25,1540.43,20.00,8.00,4.00
1646,06/04/2018,22,09,04,07,25,03,15,13,06,05,01,12,20,18,17,6,959,25013,249084,1234400,292923.84,805.57,20.00,8.00,4.00
1647,09/04/2018,20,01,24,14,12,19,02,22,07,10,04,09,08,25,15,5,926,27970,254545,1159597,290384.06,689.20,20.00,8.00,4.00
1648,11/04/2018,24,13,21,19,04,25,10,15,17,16,09,12,22,11,23,1,369,13907,195213,1005925,2284989.88,1905.35,20.00,8.00,4.00
1649,13/04/2018,15,22,18,08,13,24,16,05,20,09,04,14,12,17,23,2,539,22331,224215,1222163,1040196.59,1696.58,20.00,8.00,4.00
1650,16/04/2018,04,13,14,22,25,03,16,10,20,17,15,18,05,19,08,0,364,14308,201728,1138409,0.00,1583.01,20.00,8.00,4.00
1651,18/04/2018,06,24,16,17,19,01,07,20,08,22,03,10,04,02,18,4,410,18842,217100,1327871,1386784.84,2757.56,20.00,8.00,4.00
1652,20/04/2018,24,25,18,02,05,10,14,06,16,07,17,11,03,04,21,0,355,12982,164223,986224,0.00,2139.67,20.00,8.00,4.00
1653,23/04/2018,06,20,22,23,17,02,04,07,15,05,12,21,24,25,14,0,516,22629,230478,1216705,0.00,1336.90,20.00,8.00,4.00
1654,25/04/2018,16,20,22,23,03,18,19,13,25,04,02,10,01,06,11,5,799,31392,379563,2102630,1738411.88,1533.24,20.00,8.00,4.00
1655,27/04/2018,16,19,02,10,06,22,07,20,01,12,14,18,03,05,23,2,465,17461,209847,1130489,1094728.95,1448.77,20.00,8.00,4.00
1656,30/04/2018,05,02,13,07,24,11,20,19,03,12,10,15,17,23,04,3,502,20657,243105,1212939,498814.14,1310.31,20.00,8.00,4.00
1657,02/05/2018,06,18,03,24,17,23,12,04,15,21,10,19,08,20,09,0,451,13210,158253,865738,0.00,1789.94,20.00,8.00,4.00
1658,04/05/2018,06,07,17,19,20,08,13,12,15,04,18,02,23,16,05,5,675,21933,280554,1612949,1021324.26,1490.64,20.00,8.00,4.00
1659,07/05/2018,16,25,21,08,15,23,04,14,10,20,09,07,22,12,02,2,499,17893,217230,1086367,1073980.53,1892.10,20.00,8.00,4.00
1660,09/05/2018,02,10,01,24,13,14,03,25,21,17,07,18,11,20,08,25,1775,31898,277901,1250255,65834.33,407.57,20.00,8.00,4.00
1661,11/05/2018,13,07,21,14,12,18,02,17,05,23,22,06,10,03,11,4,622,19801,229526,1202367,540363.75,1527.47,20.00,8.00,4.00
1662,14/05/2018,03,13,05,02,11,25,20,22,18,17,10,14,08,01,21,8,1197,39565,262486,1224341,165946.57,487.50,20.00,8.00,4.00
1663,16/05/2018,09,12,02,17,21,05,11,23,13,01,07,16,22,06,03,7,714,24415,205537,1032498,302520.32,1303.68,20.00,8.00,4.00
1664,18/05/2018,11,04,16,15,07,25,13,18,20,05,17,24,02,06,08,4,499,19025,231330,1122528,504220.06,1776.63,20.00,8.00,4.00
1665,21/05/2018,04,05,15,18,23,01,13,17,12,08,22,24,10,02,21,1,458,17065,207195,1078984,1808848.91,1736.02,20.00,8.00,4.00
1666,23/05/2018,17,21,25,13,12,10,02,01,24,08,05,20,09,06,14,3,535,16408,186414,1018603,632695.28,1559.48,20.00,8.00,4.00
1667,25/05/2018,25,24,13,22,04,03,08,18,20,02,01,10,23,11,16,6,725,29109,242393,1137737,212762.32,773.97,20.00,8.00,4.00
1668,28/05/2018,11,17,21,04,16,18,12,05,24,06,14,20,23,25,08,3,329,12702,163577,888101,621589.60,1744.00,20.00,8.00,4.00
1669,30/05/2018,01,08,03,16,05,09,17,07,02,25,06,21,20,12,23,2,300,11625,165429,934853,982043.42,2014.45,20.00,8.00,4.00
1670,01/06/2018,01,13,22,20,14,04,03,16,25,17,02,21,23,11,07,3,285,11119,153360,891871,542741.08,1757.87,20.00,8.00,4.00
1671,04/06/2018,09,15,12,18,08,05,19,04,21,14,25,22,03,10,01,3,570,17537,194249,1015510,605656.21,1401.17,20.00,8.00,4.00
1672,06/06/2018,22,18,11,17,25,09,06,08,03,02,05,23,21,24,20,2,382,16537,202893,1066690,898459.93,1447.38,20.00,8.00,4.00
1673,08/06/2018,11,09,02,17,05,20,07,01,25,12,24,19,15,04,23,6,761,24005,251019,1159377,265549.83,920.30,20.00,8.00,4.00
1674,11/06/2018,24,09,10,01,05,15,19,21,20,11,02,23,12,04,22,2,471,15644,184130,957153,942725.68,1759.59,20.00,8.00,4.00
1675,13/06/2018,05,14,03,22,07,25,09,21,19,08,02,20,01,23,12,1,495,18009,219899,1092382,1453985.03,1291.13,20.00,8.00,4.00
1676,15/06/2018,10,25,23,13,08,18,16,03,20,15,09,12,04,14,24,4,526,23483,212728,1070914,392218.88,1311.05,20.00,8.00,4.00
1677,18/06/2018,12,09,14,19,17,22,06,16,15,20,11,01,04,18,05,4,212,9128,128490,784877,594386.91,3450.72,20.00,8.00,4.00
1678,20/06/2018,04,16,05,23,06,09,01,24,14,19,08,03,18,20,22,0,310,12172,156188,884182,0.00,1968.40,20.00,8.00,4.00
1679,22/06/2018,17,19,07,08,10,05,20,21,11,14,23,09,15,16,12,7,528,16811,210187,1122138,605841.28,1879.56,20.00,8.00,4.00
1680,25/06/2018,20,13,23,18,25,10,08,02,01,21,12,07,14,03,11,2,782,26705,244221,1101865,537770.69,604.55,20.00,8.00,4.00
1681,27/06/2018,25,08,11,22,20,01,02,07,12,17,15,16,03,10,23,8,533,14709,158950,828206,178602.81,1178.33,20.00,8.00,4.00
1682,29/06/2018,20,15,01,07,13,25,17,09,19,21,18,12,04,06,05,3,655,18768,199683,1044807,588976.22,1185.75,20.00,8.00,4.00
1683,02/07/2018,09,13,02,18,15,01,10,17,05,23,24,16,03,25,11,3,544,17141,190734,964295,398698.11,966.46,20.00,8.00,4.00
1684,04/07/2018,17,09,07,10,13,16,14,12,23,25,04,22,02,15,24,4,433,17841,216923,1069149,434522.89,1764.42,20.00,8.00,4.00
1685,06/07/2018,16,11,17,03,02,07,21,12,05,01,24,22,14,19,06,3,625,16575,159426,827827,621616.97,1311.54,20.00,8.00,4.00
1686,09/07/2018,10,15,20,18,19,13,05,17,22,09,23,06,24,02,04,3,413,14342,166564,860773,451324.07,1441.04,20.00,8.00,4.00
1687,11/07/2018,09,19,01,24,02,04,06,20,17,10,14,07,18,03,16,2,426,14727,135226,820768,1132890.50,1636.53,20.00,8.00,4.00
1688,13/07/2018,03,24,08,10,19,21,05,13,25,01,22,07,06,15,04,0,410,15491,185881,1036429,0.00,1523.65,20.00,8.00,4.00
1689,16/07/2018,11,07,14,09,06,16,13,01,10,19,23,02,18,22,17,2,559,18710,233284,1309485,2430796.19,1558.46,20.00,8.00,4.00
1690,18/07/2018,02,16,01,20,15,08,19,05,10,13,07,04,23,25,22,5,751,19856,208115,1041903,319362.55,934.61,20.00,8.00,4.00
1691,20/07/2018,01,13,03,08,04,05,19,07,10,18,12,15,02,16,11,2,596,16502,212166,977178,907063.17,1337.94,20.00,8.00,4.00
1692,23/07/2018,25,22,23,05,18,20,07,15,24,06,17,12,10,14,03,5,757,22078,229172,1073638,282425.55,819.96,20.00,8.00,4.00
1693,25/07/2018,01,19,03,11,22,17,23,14,21,16,20,04,06,07,08,1,456,11157,144640,824537,2244759.98,1514.69,20.00,8.00,4.00
1694,27/07/2018,12,11,19,02,24,03,13,05,18,04,17,23,01,09,20,1,397,15148,196220,1078738,1602261.95,1774.03,20.00,8.00,4.00
1695,30/07/2018,21,13,14,17,22,23,04,09,01,24,18,11,05,25,20,1,388,14543,184427,1021897,1636014.07,1853.42,20.00,8.00,4.00
1696,01/08/2018,08,12,18,17,10,16,04,05,19,24,07,02,13,14,23,4,733,20917,226800,1056340,351511.25,843.16,20.00,8.00,4.00
1697,03/08/2018,24,23,20,06,22,21,03,10,13,19,25,04,07,18,17,1,360,13785,171141,1011833,2058401.06,1759.32,20.00,8.00,4.00
1698,06/08/2018,18,20,14,03,02,16,08,19,25,22,09,13,05,21,04,1,337,12110,162720,941220,2035140.86,1858.15,20.00,8.00,4.00
1699,08/08/2018,06,21,23,15,08,13,24,09,16,25,10,19,04,14,05,4,360,13161,175777,939821,517657.12,1769.77,20.00,8.00,4.00
1700,10/08/2018,02,08,06,23,24,13,16,12,01,21,07,03,22,14,20,4,428,15056,184900,988280,559151.65,1607.91,20.00,8.00,4.00
1701,13/08/2018,08,06,01,22,02,17,05,16,21,03,10,07,18,13,20,3,299,13531,193422,1028141,613327.73,1893.48,20.00,8.00,4.00
1702,15/08/2018,15,10,03,04,07,17,18,14,25,05,22,19,16,11,08,2,406,15138,177312,982850,976117.09,1479.52,20.00,8.00,4.00
1703,17/08/2018,22,18,01,16,09,08,13,17,03,19,14,10,06,12,15,2,326,13067,182349,971391,1148105.89,2167.26,20.00,8.00,4.00
